token,status,current_definition,family,domain,primary_model,primary_cosine,primary_family_rank,secondary_model,secondary_cosine,secondary_family_rank,proposed_definition,reviewer_decision,reviewer_notes
storms,likely_wrong,"A term statistically associated with dust, melting, lightning, retreat. Selected corpus use: table comparison; alternative contexts: peripheral, network connection.",reasoning_verification,table_comparison,mixedbread-ai/mxbai-embed-large-v1,0.5666627883911133,7,sentence-transformers/all-MiniLM-L6-v2,0.44596177339553833,9,"Severe atmospheric disturbances involving wind, rain, snow, or thunder.",pending,
solar,likely_wrong,"A term statistically associated with panels, planets, energy, planet. Selected corpus use: peripheral; alternative contexts: small project, travel plan.",troubleshooting,peripheral,mixedbread-ai/mxbai-embed-large-v1,0.5677967071533203,7,sentence-transformers/all-MiniLM-L6-v2,0.5027306079864502,6,Relating to the Sun or energy obtained from sunlight.,pending,
extensive,likely_wrong,"A term statistically associated with infrastructure, land, projects, cafe. Selected corpus use: research notes; alternative contexts: travel plan, purchase decision.",summarization_synthesis,research_notes,mixedbread-ai/mxbai-embed-large-v1,0.5688060522079468,6,sentence-transformers/all-MiniLM-L6-v2,0.24313779175281525,11,"Covering a large area, amount, range, or degree.",pending,
achieving,likely_wrong,"A term statistically associated with towards, consistently, women, happiness. Selected corpus use: project brief; alternative contexts: small project, learning plan.",grounded_qa,project_brief,mixedbread-ai/mxbai-embed-large-v1,0.5688295364379883,11,sentence-transformers/all-MiniLM-L6-v2,0.3162394165992737,10,Successfully reaching a desired result through effort.,pending,
study,likely_wrong,"A term statistically associated with scientists, scientist, static, biological. Selected corpus use: research notes; alternative contexts: learning plan, purchase decision.",summarization_synthesis,research_notes,mixedbread-ai/mxbai-embed-large-v1,0.5697866678237915,7,sentence-transformers/all-MiniLM-L6-v2,0.40309906005859375,8,The act of learning or a systematic investigation of a subject.,pending,
employees,likely_wrong,"A term statistically associated with employers, employer, company, productivity. Selected corpus use: missing reference; alternative contexts: purchase decision, small project.",context_clarification,missing_reference,mixedbread-ai/mxbai-embed-large-v1,0.570589542388916,13,sentence-transformers/all-MiniLM-L6-v2,0.33773142099380493,6,People paid to work for an organization or employer.,pending,
bought,likely_wrong,"A term statistically associated with store, patent, company, sold. Selected corpus use: feature ideas; alternative contexts: home repair, purchase decision.",brainstorming_creativity,feature_ideas,mixedbread-ai/mxbai-embed-large-v1,0.5712907910346985,6,sentence-transformers/all-MiniLM-L6-v2,0.24416491389274597,8,Past tense of buy: obtained in exchange for payment.,pending,
flows,likely_wrong,"A term statistically associated with river, volcanic, cash, ash. Selected corpus use: project update; alternative contexts: learning plan, small project.",writing_transformation,project_update,mixedbread-ai/mxbai-embed-large-v1,0.5713455677032471,6,sentence-transformers/all-MiniLM-L6-v2,0.20992371439933777,10,"Moves continuously, especially as a liquid, current, or sequence.",pending,
distant,likely_wrong,"A term statistically associated with galaxies, lands, past, orbits. Selected corpus use: project update; alternative contexts: learning plan, travel plan.",summarization_synthesis,project_update,mixedbread-ai/mxbai-embed-large-v1,0.5724668502807617,12,sentence-transformers/all-MiniLM-L6-v2,0.3258904218673706,11,"Far away in space, time, relationship, or manner.",pending,
business,likely_wrong,"A term statistically associated with company, management, marketing, customers. Selected corpus use: feature ideas; alternative contexts: financial decision, privacy security.",brainstorming_creativity,feature_ideas,mixedbread-ai/mxbai-embed-large-v1,0.5725226402282715,8,sentence-transformers/all-MiniLM-L6-v2,0.3580225110054016,6,"Commercial activity, an organization, or a matter requiring attention.",pending,
trust,likely_wrong,"A term statistically associated with doubt, mutual, vulnerable, patient. Selected corpus use: lesson activity; alternative contexts: small project, learning plan.",brainstorming_creativity,lesson_activity,mixedbread-ai/mxbai-embed-large-v1,0.5730232000350952,6,sentence-transformers/all-MiniLM-L6-v2,0.27580052614212036,7,"Confidence in reliability, honesty, or ability.",pending,
camel,likely_wrong,"A term statistically associated with desert, beach, animals, wolf. Selected corpus use: peripheral; alternative contexts: relationship tension, loss disappointment.",troubleshooting,peripheral,mixedbread-ai/mxbai-embed-large-v1,0.5744088888168335,6,sentence-transformers/all-MiniLM-L6-v2,0.29049763083457947,6,A large desert-adapted mammal with one or two humps.,pending,
knowledge,likely_wrong,"A term statistically associated with zero, texts, skills, scientific. Selected corpus use: research notes; alternative contexts: life science, data literacy.",summarization_synthesis,research_notes,mixedbread-ai/mxbai-embed-large-v1,0.5745227336883545,9,sentence-transformers/all-MiniLM-L6-v2,0.24522261321544647,14,"Information, understanding, and skills gained through learning or experience.",pending,
shift,likely_wrong,"A term statistically associated with gear, night, sons, cover. Selected corpus use: interface copy; alternative contexts: travel plan, purchase decision.",critique_revision,interface_copy,mixedbread-ai/mxbai-embed-large-v1,0.5749384164810181,12,sentence-transformers/all-MiniLM-L6-v2,0.22439417243003845,10,"A change in position or emphasis, or a scheduled period of work.",pending,
gains,likely_wrong,"A term statistically associated with income, capital, tax, investment. Selected corpus use: support thread; alternative contexts: personal finance, learning plan.",summarization_synthesis,support_thread,mixedbread-ai/mxbai-embed-large-v1,0.5750122666358948,9,sentence-transformers/all-MiniLM-L6-v2,0.2594621181488037,13,"Increases, advantages, or benefits obtained.",pending,
achieve,likely_wrong,"A term statistically associated with competitive, goal, performance, flow. Selected corpus use: personal finance; alternative contexts: learning plan, purchase decision.",explanation_learning,personal_finance,mixedbread-ai/mxbai-embed-large-v1,0.5766977071762085,6,sentence-transformers/all-MiniLM-L6-v2,0.19383397698402405,8,To successfully reach a goal or desired result.,pending,
triggered,likely_wrong,"A term statistically associated with damaged, loop, reactions, earthquake. Selected corpus use: historical note; alternative contexts: peripheral, work stress.",grounded_qa,historical_note,mixedbread-ai/mxbai-embed-large-v1,0.5768123865127563,6,sentence-transformers/all-MiniLM-L6-v2,0.14242687821388245,9,"Caused an event, process, or reaction to begin.",pending,
worth,likely_wrong,"A term statistically associated with net, billion, it's, dollars. Selected corpus use: research notes; alternative contexts: purchase decision, learning plan.",summarization_synthesis,research_notes,mixedbread-ai/mxbai-embed-large-v1,0.5776549577713013,12,sentence-transformers/all-MiniLM-L6-v2,0.1913767158985138,12,"The value, usefulness, or importance of something.",pending,
titled,likely_wrong,"A term statistically associated with album, self, artist, published. Selected corpus use: course enrolment; alternative contexts: email, meeting notes.",practical_action,course_enrolment,mixedbread-ai/mxbai-embed-large-v1,0.5777283906936646,11,sentence-transformers/all-MiniLM-L6-v2,0.35796430706977844,7,"Given a name, heading, rank, or legal ownership.",pending,
segment,likely_wrong,"A term statistically associated with horizontal, firm, business, car. Selected corpus use: technical explanation; alternative contexts: receipt, travel information.",writing_transformation,technical_explanation,mixedbread-ai/mxbai-embed-large-v1,0.5781369209289551,7,sentence-transformers/all-MiniLM-L6-v2,0.16652190685272217,7,A distinct part of a larger whole.,pending,
rainforest,likely_wrong,"A term statistically associated with tropical, jungle, indigenous, half. Selected corpus use: achievement; alternative contexts: event plan, feature ideas.",conversation_empathy,achievement,mixedbread-ai/mxbai-embed-large-v1,0.5783414244651794,12,sentence-transformers/all-MiniLM-L6-v2,0.6076852083206177,13,A dense forest in a region with high annual rainfall.,pending,
inflammation,likely_wrong,"A term statistically associated with fatty, acute, immune, chronic. Selected corpus use: workflow; alternative contexts: physical safety, web form.",brainstorming_creativity,workflow,mixedbread-ai/mxbai-embed-large-v1,0.5788019895553589,10,sentence-transformers/all-MiniLM-L6-v2,0.4230560064315796,10,"A bodily response marked by swelling, heat, pain, or redness.",pending,
truth,likely_wrong,"A term statistically associated with moral, lie, tell, reality. Selected corpus use: writing prompts; alternative contexts: learning plan, purchase decision.",brainstorming_creativity,writing_prompts,mixedbread-ai/mxbai-embed-large-v1,0.5805732011795044,7,sentence-transformers/all-MiniLM-L6-v2,0.1999819129705429,9,The quality or state of being consistent with fact or reality.,pending,
acute,likely_wrong,"A term statistically associated with syndrome, inflammation, respiratory, virus. Selected corpus use: computing; alternative contexts: web form, financial decision.",explanation_learning,computing,mixedbread-ai/mxbai-embed-large-v1,0.5807474851608276,8,sentence-transformers/all-MiniLM-L6-v2,0.30232250690460205,11,"Severe and sudden, highly perceptive, or forming a sharp angle.",pending,
phrases,likely_wrong,"A term statistically associated with changed, speaking, sentences, dialogue. Selected corpus use: computing; alternative contexts: life science, personal finance.",explanation_learning,computing,mixedbread-ai/mxbai-embed-large-v1,0.5815113186836243,6,sentence-transformers/all-MiniLM-L6-v2,0.4217582046985626,6,Groups of words that function together as meaningful units.,pending,
smart,likely_wrong,"A term statistically associated with devices, ring, loyal, iphone. Selected corpus use: learning notes; alternative contexts: purchase decision, learning plan.",summarization_synthesis,learning_notes,mixedbread-ai/mxbai-embed-large-v1,0.5825748443603516,12,sentence-transformers/all-MiniLM-L6-v2,0.27205148339271545,14,"Intelligent, stylish, or enabled by digital technology.",pending,
vocals,likely_wrong,"A term statistically associated with guitar, bass, rhythm, lead. Selected corpus use: subscriptions; alternative contexts: data pipeline, network connection.",practical_action,subscriptions,mixedbread-ai/mxbai-embed-large-v1,0.5868855118751526,8,sentence-transformers/all-MiniLM-L6-v2,0.42248451709747314,6,Sung or spoken parts of a musical recording or performance.,pending,
